movie_id,rating_average,rating_count,demographic
67328,8.0,13142,age_45_99
36868,8.1,58521,total
36868,8.1,35450,gender_m
36868,8.2,7630,gender_f
36868,7.5,17,age_0_17
36868,8.0,5307,age_18_29
36868,7.9,20676,age_30_44
36868,8.3,16067,age_45_99
190641,6.3,40902,total
190641,6.1,26338,gender_m
190641,6.5,4663,gender_f
190641,6.2,25,age_0_17
190641,6.8,12073,age_18_29
190641,5.8,15861,age_30_44
190641,4.4,1891,age_45_99
34862,7.4,13735,total
34862,7.3,6975,gender_m
34862,7.7,3530,gender_f
34862,7.0,3,age_0_17
34862,7.4,1019,age_18_29
34862,7.2,4273,age_30_44
34862,7.5,4875,age_45_99
91480,8.0,21174,total
91480,8.0,13625,gender_m
91480,7.9,2646,gender_f
91480,6.8,7,age_0_17
91480,7.8,1338,age_18_29
91480,7.9,7232,age_30_44
91480,8.1,7452,age_45_99
91954,7.0,30197,total
91954,7.0,17048,gender_m
91954,7.2,6765,gender_f
91954,8.0,8,age_0_17
91954,7.2,3618,age_18_29
91954,6.9,12801,age_30_44
91954,7.0,6910,age_45_99
89941,7.2,27582,total
89941,7.2,20563,gender_m
89941,6.9,1358,gender_f
89941,5.0,1,age_0_17
89941,7.3,1230,age_18_29
89941,7.2,10868,age_30_44
89941,7.3,9475,age_45_99
103759,7.1,40257,total
103759,7.1,29431,gender_m
103759,7.0,2048,gender_f
103759,7.7,21,age_0_17
103759,7.2,3285,age_18_29
103759,7.1,17794,age_30_44
103759,7.0,9772,age_45_99
110763,6.1,21790,total
110763,5.9,12861,gender_m
110763,6.7,4557,gender_f
110763,5.4,6,age_0_17
110763,6.5,3399,age_18_29
110763,6.1,11932,age_30_44
110763,5.3,1559,age_45_99
71607,5.7,7569,total
71607,5.7,5103,gender_m
71607,5.8,755,gender_f
71607,8.0,1,age_0_17
71607,5.8,589,age_18_29
71607,5.6,2824,age_30_44
71607,5.7,2298,age_45_99
102536,7.7,56933,total
102536,7.7,35743,gender_m
102536,7.9,8722,gender_f
102536,7.1,18,age_0_17
102536,7.8,7076,age_18_29
102536,7.8,26099,age_30_44
102536,7.6,10341,age_45_99
93690,6.2,7584,total
93690,6.1,4290,gender_m
93690,6.6,1307,gender_f
93690,6.5,141,age_18_29
93690,6.3,2246,age_30_44
93690,6.0,3098,age_45_99
86617,7.1,20082,total
86617,7.1,12947,gender_m
86617,7.4,2373,gender_f
86617,6.0,1,age_0_17
86617,7.4,770,age_18_29
86617,7.0,5889,age_30_44
86617,7.2,8388,age_45_99
90274,5.5,8875,total
90274,5.5,5965,gender_m
90274,5.6,798,gender_f
90274,5.8,217,age_18_29
90274,5.6,2846,age_30_44
90274,5.4,3526,age_45_99
95497,7.5,53904,total
95497,7.5,36786,gender_m
95497,7.4,3995,gender_f
95497,8.2,25,age_0_17
95497,7.7,5155,age_18_29
95497,7.5,22799,age_30_44
95497,7.4,11952,age_45_99
119303,4.5,108867,total
119303,4.4,66725,gender_m
119303,4.8,16231,gender_f
119303,4.4,104,age_0_17
119303,5.0,26099,age_18_29
119303,4.2,46963,age_30_44
119303,4.0,6380,age_45_99
88814,6.4,33081,total
88814,6.4,18513,gender_m
88814,6.5,6784,gender_f
88814,6.5,18,age_0_17
88814,6.5,6557,age_18_29
88814,6.4,14030,age_30_44
88814,6.3,3959,age_45_99
65724,7.5,34566,total
65724,7.5,24109,gender_m
65724,7.3,2691,gender_f
65724,7.6,12,age_0_17
65724,7.6,3388,age_18_29
65724,7.5,13855,age_30_44
65724,7.3,9017,age_45_99
87799,6.4,19271,total
87799,6.3,13018,gender_m
87799,6.8,2229,gender_f
87799,5.5,2,age_0_17
87799,6.5,802,age_18_29
87799,6.3,7500,age_30_44
87799,6.4,6553,age_45_99
86973,5.8,10114,total
86973,5.8,6703,gender_m
86973,5.5,919,gender_f
86973,5.6,220,age_18_29
86973,5.8,2481,age_30_44
86973,5.8,4771,age_45_99
89767,7.3,54979,total
89767,7.3,39838,gender_m
89767,7.3,2506,gender_f
89767,7.4,15,age_0_17
89767,7.3,3598,age_18_29
89767,7.2,19238,age_30_44
89767,7.4,18162,age_45_99
94964,7.3,43046,total
94964,7.2,28534,gender_m
94964,7.2,4900,gender_f
94964,6.9,12,age_0_17
94964,7.4,4194,age_18_29
94964,7.3,18240,age_30_44
94964,7.1,10343,age_45_99
91149,7.2,46429,total
91149,7.1,26459,gender_m
91149,7.4,9844,gender_f
91149,7.6,19,age_0_17
91149,7.3,8438,age_18_29
91149,7.2,22777,age_30_44
91149,6.8,3974,age_45_99
52077,4.0,36876,total
52077,3.9,24810,gender_m
52077,4.6,2958,gender_f
52077,2.8,12,age_0_17
52077,3.9,3212,age_18_29
52077,3.9,15901,age_30_44
52077,4.0,8285,age_45_99
110737,6.5,21304,total
110737,6.3,8505,gender_m
110737,6.8,7964,gender_f
110737,7.2,7,age_0_17
110737,6.7,2027,age_18_29
110737,6.5,9166,age_30_44
110737,6.4,4788,age_45_99
116684,6.8,9207,total
116684,6.5,2852,gender_m
116684,7.0,4365,gender_f
116684,5.0,2,age_0_17
116684,6.8,826,age_18_29
116684,6.8,3966,age_30_44
116684,6.8,2274,age_45_99
113409,7.2,63579,total
113409,7.2,44463,gender_m
113409,7.0,5661,gender_f
113409,6.8,11,age_0_17
113409,7.2,5821,age_18_29
113409,7.2,32137,age_30_44
113409,6.9,10935,age_45_99
119778,6.6,4643,total
119778,6.6,2599,gender_m
119778,6.8,909,gender_f
119778,6.4,88,age_18_29
119778,6.5,1485,age_30_44
119778,6.7,1904,age_45_99
80388,7.3,15663,total
80388,7.3,10851,gender_m
80388,7.2,1253,gender_f
80388,7.2,4,age_0_17
80388,7.5,934,age_18_29
80388,7.2,5222,age_30_44
80388,7.4,5777,age_45_99
100142,7.4,10281,total
100142,7.4,6608,gender_m
100142,7.1,1375,gender_f
100142,7.2,4,age_0_17
100142,7.5,980,age_18_29
100142,7.4,4089,age_30_44
100142,7.2,2786,age_45_99
112453,7.1,40902,total
112453,6.9,20989,gender_m
112453,7.5,11093,gender_f
112453,6.9,16,age_0_17
112453,7.4,11213,age_18_29
112453,7.0,16980,age_30_44
112453,6.6,2724,age_45_99
112302,5.5,10132,total
112302,5.3,5605,gender_m
112302,6.1,2305,gender_f
112302,5.0,1,age_0_17
112302,5.6,922,age_18_29
112302,5.5,5552,age_30_44
112302,5.3,1190,age_45_99
100240,5.2,24906,total
100240,5.0,15042,gender_m
100240,5.7,4546,gender_f
100240,5.0,5,age_0_17
100240,5.1,1742,age_18_29
100240,5.2,14147,age_30_44
100240,4.8,3054,age_45_99
117628,6.0,16751,total
117628,6.1,9165,gender_m
117628,5.7,3433,gender_f
117628,7.0,1,age_0_17
117628,5.7,788,age_18_29
117628,5.9,6964,age_30_44
117628,6.3,4571,age_45_99
90660,5.7,10860,total
90660,5.7,7618,gender_m
90660,5.7,696,gender_f
90660,7.0,1,age_0_17
90660,6.1,206,age_18_29
90660,5.8,4248,age_30_44
90660,5.5,3671,age_45_99
83722,6.2,19706,total
83722,6.2,12984,gender_m
83722,6.1,2255,gender_f
83722,6.1,6,age_0_17
83722,6.4,942,age_18_29
83722,6.1,6421,age_30_44
83722,6.2,7588,age_45_99
77269,7.0,26342,total
77269,7.0,18788,gender_m
77269,7.1,2068,gender_f
77269,7.0,1201,age_18_29
77269,6.9,9360,age_30_44
77269,7.1,9963,age_45_99
79944,8.1,121654,total
79944,8.1,78373,gender_m
79944,8.2,11327,gender_f
79944,8.9,91,age_0_17
79944,8.4,19638,age_18_29
79944,8.1,51311,age_30_44
79944,7.8,15658,age_45_99
91991,5.3,7781,total
91991,5.2,5032,gender_m
91991,5.4,866,gender_f
91991,5.3,3,age_0_17
91991,5.1,184,age_18_29
91991,5.2,2363,age_30_44
91991,5.2,3234,age_45_99
102719,4.9,21174,total
102719,4.7,13665,gender_m
102719,5.4,2920,gender_f
102719,4.0,2,age_0_17
102719,5.3,1571,age_18_29
102719,4.9,12397,age_30_44
102719,3.9,2214,age_45_99
116000,5.5,25801,total
116000,5.4,16810,gender_m
116000,6.1,3241,gender_f
116000,4.3,5,age_0_17
116000,5.8,2063,age_18_29
116000,5.4,15421,age_30_44
116000,4.8,1820,age_45_99
91875,6.5,11870,total
91875,6.5,8392,gender_m
91875,6.6,814,gender_f
91875,8.0,1,age_0_17
91875,6.7,278,age_18_29
91875,6.4,3595,age_30_44
91875,6.6,5119,age_45_99
1139328,7.2,158646,total
1139328,7.2,113731,gender_m
1139328,7.1,21831,gender_f
1139328,7.5,21,age_0_17
1139328,7.3,19489,age_18_29
1139328,7.2,88495,age_30_44
1139328,7.2,24919,age_45_99
814255,5.9,180313,total
814255,5.7,101951,gender_m
814255,6.4,39090,gender_f
814255,5.9,128,age_0_17
814255,6.0,45596,age_18_29
814255,5.8,71708,age_30_44
814255,6.0,16922,age_45_99
233142,6.0,44753,total
233142,6.0,32373,gender_m
233142,6.0,2992,gender_f
233142,4.0,1,age_0_17
233142,6.1,1731,age_18_29
233142,6.0,22934,age_30_44
233142,6.0,9957,age_45_99
258153,6.1,59272,total
258153,6.1,39447,gender_m
258153,6.1,8732,gender_f
258153,6.5,2,age_0_17
258153,6.4,4355,age_18_29
258153,6.1,33529,age_30_44
258153,6.0,9630,age_45_99
1964418,6.4,175135,total
1964418,6.4,111091,gender_m
1964418,6.4,24749,gender_f
1964418,6.5,78,age_0_17
1964418,6.5,31710,age_18_29
1964418,6.4,73273,age_30_44
1964418,6.5,22817,age_45_99
980970,6.3,145330,total
980970,6.2,81305,gender_m
980970,6.7,31050,gender_f
980970,6.3,102,age_0_17
980970,6.3,35576,age_18_29
980970,6.3,57790,age_30_44
980970,6.5,14152,age_45_99
1243957,6.0,229778,total
1243957,6.0,136048,gender_m
1243957,6.2,49864,gender_f
1243957,6.3,56,age_0_17
1243957,6.3,48360,age_18_29
1243957,5.9,106290,age_30_44
1243957,5.9,24472,age_45_99
95897,6.0,17146,total
95897,5.9,11587,gender_m
95897,6.2,1300,gender_f
95897,5.0,1,age_0_17
95897,5.8,329,age_18_29
95897,5.8,4632,age_30_44
95897,6.1,7609,age_45_99
1063669,7.6,104836,total
1063669,7.6,67655,gender_m
1063669,7.8,17761,gender_f
1063669,7.1,32,age_0_17
1063669,7.7,22965,age_18_29
1063669,7.6,51248,age_30_44
1063669,7.4,8464,age_45_99
88680,7.7,62686,total
88680,7.7,42703,gender_m
88680,7.6,5013,gender_f
88680,8.3,43,age_0_17
88680,7.9,8429,age_18_29
88680,7.6,25433,age_30_44
88680,7.5,12540,age_45_99
87597,6.8,39448,total
87597,6.7,27766,gender_m
87597,7.0,2768,gender_f
87597,6.0,2,age_0_17
87597,6.5,1020,age_18_29
87597,6.7,15122,age_30_44
87597,6.8,13491,age_45_99
87507,6.5,13523,total
87507,6.5,8986,gender_m
87507,6.7,1250,gender_f
87507,6.8,373,age_18_29
87507,6.5,4269,age_30_44
87507,6.5,5346,age_45_99
456554,7.0,79160,total
456554,7.0,58309,gender_m
456554,7.0,7858,gender_f
456554,6.0,4,age_0_17
456554,6.8,8023,age_18_29
456554,7.0,48624,age_30_44
456554,6.6,7540,age_45_99
365485,6.7,44205,total
365485,6.7,33142,gender_m
365485,6.6,3355,gender_f
365485,6.6,1866,age_18_29
365485,6.8,24464,age_30_44
365485,6.7,9826,age_45_99
465494,6.3,163119,total
465494,6.3,125905,gender_m
465494,6.5,10851,gender_f
465494,5.6,31,age_0_17
465494,6.4,23216,age_18_29
465494,6.2,92205,age_30_44
465494,6.3,17620,age_45_99
445990,7.1,67527,total
445990,7.0,48789,gender_m
445990,7.1,5169,gender_f
445990,6.1,10,age_0_17
445990,7.1,9092,age_18_29
445990,7.0,32939,age_30_44
445990,7.1,9957,age_45_99
61184,8.0,70423,total
61184,8.0,44570,gender_m
61184,8.1,11963,gender_f
61184,8.1,17,age_0_17
61184,8.1,8249,age_18_29
61184,8.0,29472,age_30_44
61184,8.0,17691,age_45_99
78087,5.9,19742,total
78087,5.9,14094,gender_m
78087,5.7,1571,gender_f
78087,5.8,12,age_0_17
78087,5.9,1405,age_18_29
78087,5.9,8378,age_30_44
78087,5.9,5583,age_45_99
82484,7.3,21183,total
82484,7.3,15344,gender_m
82484,7.2,1549,gender_f
82484,4.5,2,age_0_17
82484,7.2,1140,age_18_29
82484,7.3,7932,age_30_44
82484,7.4,7500,age_45_99
1034303,7.2,140913,total
1034303,7.1,105601,gender_m
1034303,7.3,11899,gender_f
1034303,7.5,14,age_0_17
1034303,7.4,20319,age_18_29
1034303,7.1,73725,age_30_44
1034303,7.1,20090,age_45_99
85382,6.1,40962,total
85382,6.0,25899,gender_m
85382,6.2,5620,gender_f
85382,5.8,22,age_0_17
85382,6.0,3774,age_18_29
85382,6.0,17370,age_30_44
85382,6.1,9355,age_45_99
1057500,7.3,153043,total
1057500,7.3,110525,gender_m
1057500,7.5,15875,gender_f
1057500,6.9,31,age_0_17
1057500,7.4,23601,age_18_29
1057500,7.3,79236,age_30_44
1057500,7.3,19545,age_45_99
834001,6.6,153768,total
834001,6.5,105755,gender_m
834001,7.0,21100,gender_f
834001,6.5,15,age_0_17
834001,6.7,22863,age_18_29
834001,6.5,81340,age_30_44
834001,6.5,18247,age_45_99
92106,7.3,37980,total
92106,7.3,27427,gender_m
92106,6.7,1911,gender_f
92106,5.8,7,age_0_17
92106,7.1,2173,age_18_29
92106,7.4,21180,age_30_44
92106,6.7,5348,age_45_99
758752,6.7,185977,total
758752,6.7,92519,gender_m
758752,6.7,57959,gender_f
758752,6.5,43,age_0_17
758752,6.8,43057,age_18_29
758752,6.6,87729,age_30_44
758752,6.5,14553,age_45_99
1210819,6.4,225254,total
1210819,6.4,148607,gender_m
1210819,6.7,31901,gender_f
1210819,6.6,65,age_0_17
1210819,6.6,45207,age_18_29
1210819,6.4,96242,age_30_44
1210819,6.3,27761,age_45_99
155776,5.6,24946,total
155776,5.3,10723,gender_m
155776,6.1,8257,gender_f
155776,5.7,11,age_0_17
155776,6.0,2832,age_18_29
155776,5.6,12244,age_30_44
155776,5.3,3424,age_45_99
2125435,7.3,81563,total
2125435,7.2,54088,gender_m
2125435,7.5,16057,gender_f
2125435,7.0,8,age_0_17
2125435,7.5,12475,age_18_29
2125435,7.2,43077,age_30_44
2125435,7.0,12666,age_45_99
297181,5.4,49999,total
297181,5.4,36285,gender_m
297181,5.4,3715,gender_f
297181,4.9,5,age_0_17
297181,5.7,6016,age_18_29
297181,5.4,25873,age_30_44
297181,5.2,7133,age_45_99
28950,8.1,34539,total
28950,8.1,23970,gender_m
28950,8.0,3172,gender_f
28950,7.5,12,age_0_17
28950,8.1,3784,age_18_29
28950,8.0,14551,age_30_44
28950,8.2,8390,age_45_99
475276,7.6,100366,total
475276,7.6,72800,gender_m
475276,7.4,9080,gender_f
475276,6.7,17,age_0_17
475276,7.6,11226,age_18_29
475276,7.5,52528,age_30_44
475276,7.7,16687,age_45_99
120399,6.7,50309,total
120399,6.8,35019,gender_m
120399,6.5,3888,gender_f
120399,6.0,3,age_0_17
120399,6.7,1487,age_18_29
120399,6.8,25247,age_30_44
120399,6.8,11505,age_45_99
1850457,6.0,64030,total
1850457,5.9,30966,gender_m
1850457,6.2,18021,gender_f
1850457,5.9,20,age_0_17
1850457,6.1,11566,age_18_29
1850457,5.9,26940,age_30_44
1850457,5.8,7576,age_45_99
1457767,7.5,464079,total
1457767,7.5,266256,gender_m
1457767,7.5,72832,gender_f
1457767,7.6,351,age_0_17
1457767,7.6,105970,age_18_29
1457767,7.5,172958,age_30_44
1457767,7.3,34156,age_45_99
976051,7.6,234019,total
976051,7.5,131236,gender_m
976051,7.8,62648,gender_f
976051,6.7,36,age_0_17
976051,7.6,36607,age_18_29
976051,7.5,122290,age_30_44
976051,7.6,29747,age_45_99
918927,7.5,124255,total
918927,7.5,78508,gender_m
918927,7.4,24721,gender_f
918927,7.9,23,age_0_17
918927,7.6,15215,age_18_29
918927,7.5,65938,age_30_44
918927,7.5,19864,age_45_99
112819,6.9,20636,total
112819,6.9,14388,gender_m
112819,7.0,1321,gender_f
112819,8.5,2,age_0_17
112819,7.0,890,age_18_29
112819,6.9,10244,age_30_44
112819,6.6,4086,age_45_99
57129,7.5,35665,total
57129,7.5,23045,gender_m
57129,7.6,4930,gender_f
57129,7.5,13,age_0_17
57129,7.4,3086,age_18_29
57129,7.4,14297,age_30_44
57129,7.6,10075,age_45_99
79116,7.6,125159,total
79116,7.6,90282,gender_m
79116,7.5,7836,gender_f
79116,7.7,49,age_0_17
79116,7.6,16862,age_18_29
79116,7.6,55821,age_30_44
79116,7.5,21868,age_45_99
59017,6.8,13879,total
59017,6.8,8994,gender_m
59017,7.1,1656,gender_f
59017,6.0,2,age_0_17
59017,6.8,560,age_18_29
59017,6.6,3574,age_30_44
59017,6.9,6346,age_45_99
105275,6.8,37981,total
105275,6.8,27729,gender_m
105275,6.9,3050,gender_f
105275,6.8,4,age_0_17
105275,6.7,2716,age_18_29
105275,6.8,20971,age_30_44
105275,6.9,6585,age_45_99
119707,3.7,50752,total
119707,3.6,36802,gender_m
119707,4.3,2610,gender_f
119707,3.9,20,age_0_17
119707,3.7,4660,age_18_29
119707,3.7,29352,age_30_44
119707,3.5,4172,age_45_99
237572,6.8,55114,total
237572,6.8,37289,gender_m
237572,6.8,5003,gender_f
237572,6.1,5,age_0_17
237572,6.9,3306,age_18_29
237572,6.7,24951,age_30_44
237572,6.9,13238,age_45_99
970416,5.5,165451,total
970416,5.5,122478,gender_m
970416,5.6,16916,gender_f
970416,4.7,16,age_0_17
970416,5.5,19580,age_18_29
970416,5.5,90035,age_30_44
970416,5.5,26372,age_45_99
85794,7.8,94105,total
85794,7.8,63678,gender_m
85794,7.5,5712,gender_f
85794,8.4,108,age_0_17
85794,8.0,15877,age_18_29
85794,7.7,37148,age_30_44
85794,7.5,13778,age_45_99
66473,7.5,32453,total
66473,7.5,23806,gender_m
66473,7.3,1534,gender_f
66473,7.5,4,age_0_17
66473,7.3,1796,age_18_29
66473,7.4,11217,age_30_44
66473,7.6,11692,age_45_99
84855,7.7,37207,total
84855,7.7,26148,gender_m
84855,7.6,3181,gender_f
84855,7.6,5,age_0_17
84855,7.7,2924,age_18_29
84855,7.6,14404,age_30_44
84855,7.8,11413,age_45_99
82432,7.4,37697,total
82432,7.4,26009,gender_m
82432,7.5,3216,gender_f
82432,6.7,7,age_0_17
82432,7.3,2632,age_18_29
82432,7.3,13943,age_30_44
82432,7.5,12054,age_45_99
92494,6.7,32389,total
92494,6.6,21013,gender_m
92494,7.1,3909,gender_f
92494,5.5,2,age_0_17
92494,6.6,962,age_18_29
92494,6.7,15175,age_30_44
92494,6.5,8044,age_45_99
1707386,7.6,314743,total
1707386,7.4,161966,gender_m
1707386,7.8,82650,gender_f
1707386,7.6,116,age_0_17
1707386,7.8,75879,age_18_29
1707386,7.4,122835,age_30_44
1707386,7.3,29765,age_45_99
1114740,5.2,105318,total
1114740,5.2,72190,gender_m
1114740,5.3,11974,gender_f
1114740,5.1,66,age_0_17
1114740,5.3,20177,age_18_29
1114740,5.1,48679,age_30_44
1114740,5.2,12101,age_45_99
119558,6.9,54179,total
119558,6.8,26259,gender_m
119558,7.1,14532,gender_f
119558,7.4,30,age_0_17
119558,7.0,8069,age_18_29
119558,6.9,23686,age_30_44
119558,6.7,7865,age_45_99
109456,5.2,23034,total
109456,5.2,15287,gender_m
109456,5.4,2366,gender_f
109456,5.2,624,age_18_29
109456,5.1,9991,age_30_44
109456,5.2,6744,age_45_99
91278,5.5,13726,total
91278,5.5,9804,gender_m
91278,5.9,761,gender_f
91278,5.6,198,age_18_29
91278,5.5,5149,age_30_44
91278,5.4,4912,age_45_99
892791,6.3,190415,total
892791,6.3,111747,gender_m
892791,6.5,33803,gender_f
892791,6.3,195,age_0_17
892791,6.2,45034,age_18_29
892791,6.4,78253,age_30_44
892791,6.5,16133,age_45_99
425413,6.6,66145,total
425413,6.5,46515,gender_m
425413,6.8,9432,gender_f
425413,6.1,9,age_0_17
425413,6.6,8165,age_18_29
425413,6.6,37723,age_30_44
425413,6.5,9078,age_45_99
395699,5.6,89906,total
395699,5.4,51365,gender_m
395699,6.1,18272,gender_f
395699,5.4,38,age_0_17
395699,5.8,20691,age_18_29
395699,5.4,37496,age_30_44
395699,5.5,8708,age_45_99
1615147,7.1,120694,total
1615147,7.2,89052,gender_m
1615147,7.0,12324,gender_f
1615147,6.9,13,age_0_17
1615147,7.1,14045,age_18_29
1615147,7.1,63680,age_30_44
1615147,7.2,20370,age_45_99
467200,6.7,106978,total
467200,6.6,42184,gender_m
467200,6.9,44637,gender_f
467200,6.8,18,age_0_17
467200,6.8,16428,age_18_29
467200,6.7,54293,age_30_44
467200,6.7,13567,age_45_99
1220634,5.8,164701,total
1220634,5.8,120459,gender_m
1220634,6.3,17405,gender_f
1220634,5.3,32,age_0_17
1220634,6.0,27985,age_18_29
1220634,5.8,88365,age_30_44
1220634,5.9,17186,age_45_99
63688,7.0,23512,total
63688,6.9,15885,gender_m
63688,7.0,2241,gender_f
63688,6.3,3,age_0_17
63688,6.9,1208,age_18_29
63688,6.9,8181,age_30_44
63688,7.1,8317,age_45_99
63415,7.5,38913,total
63415,7.5,26890,gender_m
63415,7.6,3904,gender_f
63415,8.0,25,age_0_17
63415,7.4,2995,age_18_29
63415,7.5,16050,age_30_44
63415,7.6,11145,age_45_99
318649,6.0,94293,total
318649,6.0,64563,gender_m
318649,6.1,11645,gender_f
318649,5.3,9,age_0_17
318649,6.1,10715,age_18_29
318649,6.0,46611,age_30_44
318649,6.1,16917,age_45_99
82418,6.1,61201,total
82418,6.1,40414,gender_m
82418,6.2,5450,gender_f
82418,6.5,59,age_0_17
82418,6.1,7598,age_18_29
82418,6.1,26687,age_30_44
82418,6.0,9853,age_45_99
81534,7.2,27496,total
81534,7.1,14837,gender_m
81534,7.5,6508,gender_f
81534,8.0,4,age_0_17
81534,7.1,1842,age_18_29
81534,7.1,8868,age_30_44
81534,7.3,10020,age_45_99
2316411,6.9,174776,total
2316411,6.9,113171,gender_m
2316411,6.6,18528,gender_f
2316411,7.6,98,age_0_17
2316411,7.3,39338,age_18_29
2316411,6.8,70099,age_30_44
2316411,6.4,15069,age_45_99
384642,5.6,36773,total
384642,5.5,25124,gender_m
384642,5.6,4009,gender_f
384642,6.2,8,age_0_17
384642,5.8,6324,age_18_29
384642,5.5,17732,age_30_44
384642,5.3,4202,age_45_99
72684,8.1,154832,total
72684,8.1,102242,gender_m
72684,7.7,12548,gender_f
72684,8.7,110,age_0_17
72684,8.3,20174,age_18_29
72684,8.1,63841,age_30_44
72684,7.9,27289,age_45_99
403508,6.5,55603,total
403508,6.1,15161,gender_m
403508,6.7,29151,gender_f
403508,6.1,10,age_0_17
403508,6.5,12026,age_18_29
403508,6.4,25865,age_30_44
403508,6.5,5313,age_45_99
263488,6.2,114678,total
263488,6.2,73357,gender_m
263488,6.2,15741,gender_f
263488,6.5,31,age_0_17
263488,6.3,14007,age_18_29
263488,6.1,57164,age_30_44
263488,6.3,15158,age_45_99
485947,7.8,221463,total
485947,7.8,133031,gender_m
485947,7.9,41156,gender_f
485947,7.8,57,age_0_17
485947,8.1,56350,age_18_29
485947,7.7,95342,age_30_44
485947,7.3,14900,age_45_99
88178,8.6,13932,total
88178,8.6,9273,gender_m
88178,8.6,1039,gender_f
88178,8.6,12,age_0_17
88178,8.9,1655,age_18_29
88178,8.6,4733,age_30_44
88178,8.4,3678,age_45_99
427152,5.9,102786,total
427152,5.9,70028,gender_m
427152,5.9,15837,gender_f
427152,5.7,25,age_0_17
427152,6.0,18099,age_18_29
427152,5.8,53668,age_30_44
427152,5.7,11613,age_45_99
63385,7.4,35816,total
63385,7.4,20121,gender_m
63385,7.6,6876,gender_f
63385,6.1,13,age_0_17
63385,7.2,4261,age_18_29
63385,7.3,12104,age_30_44
63385,7.6,9761,age_45_99
2313197,8.0,54495,total
2313197,8.0,39890,gender_m
2313197,7.9,2052,gender_f
2313197,8.4,43,age_0_17
2313197,8.1,12838,age_18_29
2313197,7.9,23087,age_30_44
2313197,7.8,3414,age_45_99
4116284,7.3,135201,total
4116284,7.2,81225,gender_m
4116284,7.4,12803,gender_f
4116284,7.6,179,age_0_17
4116284,7.4,28142,age_18_29
4116284,7.2,48232,age_30_44
4116284,7.1,9817,age_45_99
95742,5.7,51386,total
95742,5.6,34209,gender_m
95742,6.0,5212,gender_f
95742,5.4,34,age_0_17
95742,5.6,5808,age_18_29
95742,5.7,24517,age_30_44
95742,5.5,7780,age_45_99
393162,7.3,133444,total
393162,7.3,89793,gender_m
393162,7.4,13473,gender_f
393162,7.4,67,age_0_17
393162,7.6,27375,age_18_29
393162,7.2,61106,age_30_44
393162,7.0,10199,age_45_99
2209764,6.2,220117,total
2209764,6.2,145550,gender_m
2209764,6.3,30165,gender_f
2209764,6.6,45,age_0_17
2209764,6.4,41712,age_18_29
2209764,6.2,99927,age_30_44
2209764,6.1,23986,age_45_99
117737,6.6,26725,total
117737,6.5,13699,gender_m
117737,6.9,6843,gender_f
117737,7.1,5,age_0_17
117737,6.8,2175,age_18_29
117737,6.6,12077,age_30_44
117737,6.5,5880,age_45_99
98621,6.8,49609,total
98621,6.8,30359,gender_m
98621,7.0,7402,gender_f
98621,6.8,4,age_0_17
98621,6.9,1991,age_18_29
98621,6.9,19094,age_30_44
98621,6.8,15754,age_45_99
102426,7.5,14260,total
102426,7.4,9372,gender_m
102426,7.5,1542,gender_f
102426,7.5,1006,age_18_29
102426,7.4,5437,age_30_44
102426,7.4,4197,age_45_99
97981,5.1,42111,total
97981,5.1,28248,gender_m
97981,5.6,4135,gender_f
97981,4.3,30,age_0_17
97981,5.0,4924,age_18_29
97981,5.2,20343,age_30_44
97981,5.0,6088,age_45_99
2265171,8.0,116921,total
2265171,7.9,88010,gender_m
2265171,7.7,4115,gender_f
2265171,8.0,34,age_0_17
2265171,8.2,23622,age_18_29
2265171,7.9,53455,age_30_44
2265171,7.4,9288,age_45_99
4425200,7.5,384745,total
4425200,7.4,234640,gender_m
4425200,7.4,27609,gender_f
4425200,7.7,391,age_0_17
4425200,7.7,74237,age_18_29
4425200,7.3,132081,age_30_44
4425200,7.1,32165,age_45_99
98206,6.6,65705,total
98206,6.6,44981,gender_m
98206,6.6,5932,gender_f
98206,6.3,14,age_0_17
98206,6.7,3825,age_18_29
98206,6.6,28117,age_30_44
98206,6.6,16844,age_45_99
355702,7.1,53044,total
355702,7.0,33775,gender_m
355702,7.3,9972,gender_f
355702,7.0,3,age_0_17
355702,7.4,8328,age_18_29
355702,7.1,28674,age_30_44
355702,6.8,5685,age_45_99
274309,7.3,34131,total
274309,7.3,22920,gender_m
274309,7.2,4361,gender_f
274309,7.0,3,age_0_17
274309,7.4,2703,age_18_29
274309,7.3,17028,age_30_44
274309,7.2,7065,age_45_99
59260,7.2,17551,total
59260,7.1,10267,gender_m
59260,7.7,2950,gender_f
59260,7.3,12,age_0_17
59260,7.4,2240,age_18_29
59260,7.1,5828,age_30_44
59260,7.1,4785,age_45_99
2042568,7.5,144083,total
2042568,7.5,93076,gender_m
2042568,7.2,19190,gender_f
2042568,8.3,67,age_0_17
2042568,7.8,29350,age_18_29
2042568,7.3,60817,age_30_44
2042568,7.1,17164,age_45_99
2779318,9.4,17393,total
2779318,9.3,9562,gender_m
2779318,9.5,3394,gender_f
2779318,9.6,20,age_0_17
2779318,9.5,4747,age_18_29
2779318,9.3,5102,age_30_44
2779318,9.1,2083,age_45_99
1700841,6.1,181031,total
1700841,6.2,106243,gender_m
1700841,5.7,22995,gender_f
1700841,6.0,95,age_0_17
1700841,6.3,43130,age_18_29
1700841,6.1,64841,age_30_44
1700841,5.9,11181,age_45_99
250797,6.7,82657,total
